ensembl_gene_id	IDR_30C_1_pellet_262	IDR_30C_1_SN_244	IDR_30C_1_total_226	IDR_30C_2_pellet_263	IDR_30C_2_SN_245	IDR_30C_2_total_227	IDR_40C_1_pellet_264	IDR_40C_1_SN_246	IDR_40C_1_total_228	IDR_40C_2_pellet_265	IDR_40C_2_SN_247	IDR_40C_2_total_229	IDR_42C_1_pellet_266	IDR_42C_1_SN_248	IDR_42C_1_total_230	IDR_42C_2_pellet_267	IDR_42C_2_SN_249	IDR_42C_2_total_231	WT_30C_1_pellet_250	WT_30C_1_SN_232	WT_30C_1_total_214	WT_30C_2_pellet_251	WT_30C_2_SN_233	WT_30C_2_total_215	WT_40C_1_pellet_252	WT_40C_1_SN_234	WT_40C_1_total_216	WT_40C_2_pellet_253	WT_40C_2_SN_235	WT_40C_2_total_217	WT_42C_1_pellet_254	WT_42C_1_SN_236	WT_42C_1_total_218	WT_42C_2_pellet_255	WT_42C_2_SN_237	WT_42C_2_total_219
YOR379C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR380W	385	129	198	323	173	193	763	155	334	711	189	315	657	130	310	716	114	200	245	178	179	274	167	225	575	177	276	679	197	344	563	99	264	603	73	282
YOR381W	956	248	447	873	298	457	2285	299	680	2010	325	693	4438	506	1210	5414	539	1193	750	287	462	933	319	519	2497	428	917	3228	395	1126	5339	511	1892	4864	326	2065
YOR381W-A	11	1	5	13	3	1	36	12	9	22	5	7	64	7	19	90	7	14	11	4	8	15	5	6	22	11	26	56	8	23	115	9	53	95	4	45
YOR382W	38	50	53	36	41	49	97	51	74	76	80	76	86	59	63	67	77	50	46	83	67	48	106	98	73	133	76	87	132	110	104	112	101	94	99	107
YOR383C	85	13	21	59	28	20	130	25	27	106	17	25	93	22	17	142	15	14	69	16	37	68	25	30	93	19	24	128	33	59	132	24	36	101	14	41
YOR384W	346	31	41	270	38	49	641	54	109	542	55	106	486	51	88	637	59	107	314	74	76	339	73	75	580	60	146	666	76	178	715	79	253	574	73	175
YOR385W	214	166	181	199	171	231	2303	2451	3483	2038	2542	3545	3510	4434	6091	3334	3819	4539	141	154	195	256	448	321	2259	2866	3533	2486	3165	4199	4180	4042	7425	3548	2006	5388
YOR386W	352	166	194	337	234	271	2263	728	1250	2064	758	1286	1716	333	734	2419	324	608	334	326	258	382	280	345	1943	662	1064	1980	682	1147	2155	306	1027	1862	147	818
YOR387C	53	32	33	46	16	35	351	68	133	310	60	100	321	37	69	449	32	66	72	47	32	59	42	35	321	90	131	414	72	161	497	42	130	389	12	110
YOR388C	6	4	3	4	4	9	21	11	18	28	12	26	41	18	26	46	28	18	3	4	6	4	1	7	26	9	12	22	15	18	32	12	15	24	5	15
YOR389W	370	177	168	326	171	219	464	132	179	435	141	187	437	100	152	475	88	109	165	73	114	173	86	115	252	68	96	260	70	110	298	49	105	300	41	94
YOR390W	81	24	35	67	36	31	34	11	18	23	14	23	64	18	39	53	22	35	80	23	57	68	28	68	37	10	26	39	13	21	65	17	47	63	14	53
YOR391C	6	1	3	3	3	5	33	23	34	30	27	52	35	11	27	34	17	20	3	5	6	1	6	4	16	11	15	12	14	13	12	10	6	26	3	19
YOR392W	1	0	0	2	0	0	8	1	6	6	1	11	14	4	8	25	9	8	4	2	0	1	0	0	9	1	2	4	0	3	20	4	6	22	3	6
YOR393W	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1
YOR394C-A	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3	0	0	0	0	0	4	2	0	0	2	0	1	0	0	1	0	0	0	0	0
YOR394W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR396C-A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR396W	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0
YPL001W	350	480	530	291	527	553	319	441	622	242	477	689	290	439	504	333	416	444	267	588	411	275	554	561	214	472	516	252	517	550	317	417	629	329	176	562
YPL002C	481	400	520	419	435	538	592	407	607	520	468	745	699	379	597	572	365	526	358	414	401	409	355	488	482	455	429	549	379	501	716	299	567	693	158	531
YPL003W	776	721	921	791	854	1063	1858	1844	2323	1922	1813	2521	2385	1524	1769	2192	1515	1679	735	850	1076	726	792	995	1662	2116	1910	2152	1858	2140	1807	865	1300	2052	472	1415
YPL004C	1203	1726	1695	1156	2625	2407	3461	5064	6296	3410	4406	4977	2558	2848	1669	2470	2801	1891	956	1437	2746	863	1368	2215	1865	2311	3506	2347	2753	5548	1637	1102	1968	1916	836	1503
YPL005W	348	197	278	334	275	326	7740	2170	3964	7599	2155	3766	7881	1353	2676	7924	1485	2326	307	241	249	491	318	386	4250	1424	2085	5485	1451	2541	5166	755	2068	4709	232	1870
YPL006W	3765	1556	2345	3572	1775	2384	6562	1460	2806	6286	1566	2867	5815	773	1820	7212	677	1811	3461	1408	2295	3579	1405	2696	5007	1258	2458	5270	1289	2692	4828	545	2188	4667	470	2233
YPL007C	592	510	595	540	592	654	927	479	796	894	539	867	1417	427	735	1599	496	691	586	603	469	607	619	673	776	614	648	995	520	738	1482	389	867	1377	182	897
YPL008W	2263	723	1104	2030	821	1144	2082	349	830	2043	365	842	2280	338	812	3192	443	756	1444	807	765	1685	736	1121	1438	359	700	1946	337	791	2085	284	1029	1878	96	1000
YPL009C	2429	1791	2044	2243	1694	1884	2895	1067	2505	2947	1620	2389	3615	661	1237	5767	1437	1549	1708	2092	850	2050	2147	1800	2633	1552	1978	2864	1608	2696	3876	1005	1991	4169	279	2626
YPL010W	384	1244	1129	388	1087	1430	746	1029	1329	600	1375	1653	736	1264	1255	480	634	1018	397	1273	1876	407	1211	1650	470	1325	1175	621	1209	1428	524	1222	1810	541	1147	1597
YPL011C	640	289	429	547	384	470	527	218	384	516	257	455	475	142	332	593	180	263	444	389	336	499	338	480	407	215	317	470	233	409	544	173	358	561	121	341
YPL012W	7215	3585	5101	5967	3489	4245	975	289	599	955	318	711	3264	491	1398	4926	635	1270	3511	3230	2347	4959	3754	5127	1091	541	854	1186	566	1080	4267	908	3038	4407	632	2708
YPL013C	56	258	254	51	247	210	72	170	248	67	210	217	97	174	214	129	172	172	55	280	127	60	244	186	50	194	147	67	160	176	113	179	210	110	54	208
YPL014W	45	16	18	42	12	19	293	83	107	265	73	111	206	126	100	286	139	94	32	31	15	57	16	16	187	71	75	212	68	103	255	89	140	219	64	87
YPL015C	1525	575	940	1345	847	1009	2424	681	1235	2388	740	1355	2489	725	1284	2625	728	1157	860	496	894	938	527	953	1569	484	860	1803	516	1071	2127	372	1031	2342	397	1135
YPL016W	462	110	71	297	111	81	378	63	95	314	64	65	302	48	74	440	35	70	299	164	84	280	114	108	274	64	65	368	78	128	423	82	204	351	36	116
YPL017C	1239	680	935	1116	839	992	2691	559	1117	2958	620	1103	2041	347	606	2122	365	564	798	449	918	850	556	881	1937	322	867	2207	369	930	1262	149	431	1212	116	530
YPL018W	1135	692	805	1068	715	873	1470	325	571	1494	302	578	1262	215	383	1392	221	416	766	529	855	831	568	935	1026	196	475	1212	201	588	981	146	415	987	105	442
YPL019C	25163	19916	29679	22697	24688	30962	7276	2628	4016	7089	2464	5211	16212	3454	6790	20037	3752	6504	16980	26060	30783	19415	27145	37507	5705	3769	4560	7628	3716	5515	16195	5397	10562	17981	3953	11289
YPL020C	1219	811	780	1048	630	713	1589	470	1148	1399	718	959	1752	200	538	2646	530	642	841	733	174	910	601	541	933	688	634	1127	648	1093	1380	491	933	1443	65	1005
YPL021W	3	0	0	4	1	0	6	5	2	4	5	3	1	2	1	5	2	5	2	4	2	0	1	0	6	5	3	5	2	2	4	1	5	5	2	7
YPL022W	4869	1927	2487	4257	2217	2620	8378	1639	3132	8212	1593	3196	8975	832	2364	10871	1020	2359	3461	2010	2045	4028	1915	2787	6057	1290	2403	7546	1178	2525	7309	640	2294	6678	320	2636
YPL023C	4159	2758	3577	3961	3122	3715	4933	1445	2361	4889	1386	2335	6466	882	1657	7117	881	1638	2427	2080	3120	2689	2437	3431	3085	1208	1782	4161	1121	1960	4908	577	1532	5232	408	1865
YPL024W	743	843	1117	630	981	1117	851	471	690	810	496	792	1068	462	687	951	461	624	404	779	729	382	695	799	531	495	413	705	427	526	676	307	441	827	218	489
YPL025C	26	14	17	30	13	23	43	11	28	57	17	26	57	27	37	57	21	42	21	17	14	26	13	19	34	19	25	54	14	15	55	13	26	55	17	29
YPL026C	628	282	420	545	388	437	172	70	103	148	69	122	112	53	95	175	45	74	475	415	327	459	292	418	122	59	96	129	57	101	142	38	82	127	25	80
YPL027W	12	7	6	6	3	14	40	43	56	33	40	72	26	30	32	24	33	29	8	8	2	12	1	4	18	41	33	40	30	47	30	13	36	35	15	28
YPL028W	3056	5313	7821	3460	6366	8287	5609	3715	5101	5433	3909	6001	6926	4252	5565	4472	3127	4741	2788	7482	10895	2950	7569	10002	3755	6814	5993	4883	6161	6989	4791	6341	6701	5167	6784	7868
YPL029W	1116	623	1000	1044	733	1003	758	229	451	757	239	450	994	140	351	1250	163	337	886	662	817	970	627	1007	556	246	319	650	177	353	991	93	409	1037	67	424
YPL030W	535	405	632	481	524	631	181	54	147	188	67	151	335	166	298	394	154	238	288	310	528	383	285	811	138	58	99	160	39	135	382	183	403	370	202	385
YPL031C	402	552	760	425	670	918	702	457	717	663	539	728	741	657	809	597	595	689	367	763	1004	432	657	977	543	461	554	639	451	645	655	613	833	700	723	914
YPL032C	1040	327	295	732	275	255	1172	184	290	985	225	246	903	136	190	1273	133	174	824	433	346	745	402	440	803	212	267	863	282	380	1060	228	475	924	152	321
YPL033C	16	20	20	18	19	15	48	46	61	32	63	71	39	53	44	49	41	57	6	12	11	9	13	13	35	36	52	34	52	85	37	25	58	47	15	50
YPL034W	150	131	176	114	179	195	144	84	131	151	105	165	246	69	135	218	87	109	94	154	97	87	101	129	126	97	112	151	110	153	213	61	159	259	22	141
YPL035C	36	54	70	48	60	61	56	29	62	61	35	75	81	34	60	96	51	76	28	67	30	28	62	54	49	41	59	60	47	64	91	28	62	104	13	63
YPL036W	483	145	214	534	171	224	916	159	312	848	218	342	949	141	309	1313	138	311	376	159	244	488	187	276	889	153	355	993	178	421	1051	114	434	1103	102	480
YPL037C	809	2197	2520	749	2713	2848	1136	1420	2068	957	1902	2483	893	2048	2284	723	1393	1876	677	3065	3545	664	2885	3897	807	1947	1992	964	2312	2438	771	2195	3871	839	2578	2568
YPL038W	160	196	239	142	238	248	133	146	237	109	162	239	150	184	233	147	157	205	119	204	212	144	214	239	119	160	160	160	178	189	192	191	327	163	93	284
YPL038W-A	26	23	42	33	40	49	79	40	51	72	42	70	86	26	42	72	26	30	27	31	32	25	30	25	35	31	38	62	24	52	32	30	38	51	7	43
YPL039W	361	235	312	319	254	326	632	265	492	566	285	485	549	200	316	500	189	295	260	245	259	308	233	303	333	247	284	496	199	310	360	138	231	386	73	238
YPL040C	1240	405	656	1139	482	682	1277	254	523	1392	259	588	1249	240	405	1637	206	365	1141	508	762	1188	430	771	1236	257	530	1367	240	568	1198	156	494	1195	151	533
YPL041C	102	60	70	77	62	88	158	46	90	172	68	94	208	89	94	225	64	100	83	64	113	90	57	82	149	61	110	186	63	128	221	69	140	214	46	118
YPL042C	1668	704	990	1385	911	1071	1774	519	1014	1717	616	972	1538	257	487	1931	279	542	773	791	759	897	688	999	1175	681	774	1480	589	827	1308	183	636	1412	97	538
YPL043W	1342	1865	1591	1024	1152	1199	116	59	91	95	65	124	468	203	334	724	418	320	670	1507	583	866	1646	1000	86	87	80	118	106	121	617	750	651	628	252	703
YPL044C	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0	0	0
YPL045W	1096	980	1126	1071	1080	1219	1735	767	1248	1675	766	1244	2633	464	1137	3505	675	1105	795	1021	752	879	938	1153	1381	792	1109	1789	726	1264	2531	480	1317	2496	222	1408
YPL046C	101	149	135	67	112	158	93	107	117	63	155	146	104	138	130	67	66	101	46	94	161	72	105	152	57	121	112	88	86	126	78	97	152	85	66	165
YPL047W	273	284	331	297	264	372	191	79	146	182	110	207	221	126	153	159	67	148	175	209	332	205	207	349	140	81	120	175	86	152	166	113	195	195	98	164
YPL048W	3140	3062	1420	3026	3424	1586	4228	3129	1741	4122	3259	1943	5181	3003	1598	4761	2457	1948	2352	739	2054	2233	703	1503	2513	694	1650	3049	593	2239	2729	662	1316	3135	576	1608
YPL049C	832	399	427	660	390	397	989	440	551	940	400	495	1034	463	507	1158	498	448	549	352	444	624	387	483	704	372	464	849	404	602	939	462	715	955	382	618
YPL050C	4421	2892	3850	4064	3543	3551	2200	942	1577	2044	939	1772	3956	1002	1755	4150	1267	1947	4346	2585	2431	4465	2846	3298	1584	1055	1221	2238	1062	1506	3639	1070	2371	3957	541	2518
YPL051W	106	208	203	93	257	235	166	170	273	151	213	290	191	128	194	312	145	178	71	251	133	92	196	160	121	189	178	182	160	231	170	134	256	241	28	207
YPL052W	328	660	730	269	633	684	324	377	518	325	481	647	427	573	631	382	504	629	189	441	416	215	473	541	188	396	377	296	384	459	326	410	600	388	132	643
YPL053C	2554	2353	2889	2377	2398	2819	2207	1035	1613	2169	1070	1736	3356	564	1126	3165	635	1244	2499	1861	1941	2775	2071	2617	1407	1254	1214	1756	1214	1452	2295	754	1562	2679	371	1692
YPL054W	42	18	24	24	29	22	45	29	49	58	26	41	69	29	54	105	39	27	18	25	30	28	20	22	47	37	27	46	26	38	57	24	43	59	19	33
YPL055C	377	154	221	362	198	212	888	322	632	846	357	525	804	287	374	751	359	325	249	186	169	297	163	211	606	193	373	702	205	423	546	165	341	609	103	305
YPL056C	49	19	35	58	31	31	239	114	156	244	98	179	343	129	185	228	107	140	40	12	25	46	21	33	151	69	71	160	53	75	175	76	130	175	27	100
YPL057C	902	244	285	725	275	278	3180	666	1176	2660	669	1057	2147	437	674	2613	471	699	665	231	257	693	237	346	2473	519	959	2786	689	1295	2051	391	1069	1837	257	866
YPL058C	4294	1216	1722	4237	1348	1734	9052	1788	3184	8677	1756	3195	7703	826	2010	9487	730	1932	3796	1592	2342	4408	1574	2757	7512	1591	3198	8020	1528	3642	7256	839	3166	6803	669	3109
YPL059W	88	193	185	100	200	248	140	225	268	102	257	348	144	280	305	98	141	223	65	250	297	71	212	286	101	249	257	130	221	318	135	209	360	111	227	302
YPL060C-A	22	4	5	17	1	10	30	0	10	39	2	10	9	0	8	26	1	5	16	7	3	19	5	9	25	4	12	24	5	13	5	4	12	17	0	7
YPL060W	386	239	294	371	283	340	697	411	618	660	367	592	738	254	364	728	271	364	258	212	236	301	214	266	417	480	449	503	404	504	441	220	344	439	104	339
YPL061W	28549	22450	34954	30137	31022	37694	5855	8347	11191	6057	8044	12952	7920	7334	9989	7770	6995	8284	25576	15319	50006	22497	13854	45521	5671	4507	12612	6370	5448	15169	8288	4205	11421	8836	3367	11454
YPL062W	14	10	9	20	10	13	32	13	23	24	14	17	66	28	31	46	27	28	13	13	14	15	10	6	32	11	16	37	14	19	55	23	30	48	11	19
YPL063W	1247	995	1491	1125	1342	1588	1079	706	1050	1076	650	1071	1291	525	909	1456	747	835	1239	514	1159	1325	580	1737	902	296	775	932	389	1052	1249	328	1061	1369	203	1105
YPL064C	407	477	537	326	528	620	281	300	470	274	364	471	374	311	450	490	437	418	275	602	367	341	554	475	255	339	350	285	400	445	518	342	469	527	100	474
YPL065W	76	75	104	48	76	77	105	88	121	79	95	120	88	81	87	108	77	109	55	109	57	60	97	66	64	124	94	78	146	128	96	117	128	102	55	97
YPL066W	322	52	40	286	57	45	458	63	98	439	70	98	350	62	95	404	67	63	286	73	67	277	45	95	395	65	111	428	65	108	381	45	162	350	43	143
YPL067C	188	268	337	205	313	391	402	410	509	409	448	557	445	511	430	321	373	457	133	123	429	131	180	323	279	274	418	360	300	546	206	274	327	215	239	376
YPL068C	106	34	18	91	27	44	104	14	24	104	7	16	85	11	14	98	17	20	89	18	40	75	27	54	101	9	36	111	10	34	59	23	32	70	10	33
YPL069C	159	154	171	138	163	178	204	123	184	159	153	189	164	109	150	214	113	157	102	156	157	135	156	226	160	117	202	174	160	233	183	112	226	204	95	202
YPL070W	739	401	554	609	492	516	1360	214	601	1235	312	629	814	98	366	1395	128	283	345	442	263	401	393	503	923	278	537	937	316	587	858	123	559	825	43	434
YPL071C	85	99	107	60	108	118	103	137	173	88	148	196	88	126	125	88	79	108	51	113	68	42	104	112	79	125	139	83	129	151	122	83	171	126	33	140
YPL072W	181	61	74	110	73	76	152	35	79	167	43	87	152	28	51	210	43	68	122	79	49	116	65	92	168	36	78	196	46	89	179	23	87	175	13	71
YPL073C	1	0	1	1	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1	0	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
YPL074W	1267	691	1029	1185	762	1051	1509	650	1065	1448	698	1088	1479	493	905	1879	652	777	832	884	745	929	850	1125	1027	666	826	1206	623	856	1339	612	835	1329	311	928
YPL075W	2349	428	599	2047	566	667	3162	403	1005	3138	433	933	2736	324	829	4191	348	778	1934	764	687	2107	746	1021	3272	518	1271	3344	521	1441	2962	322	1540	2698	154	1165
YPL076W	118	36	40	88	33	54	160	144	181	142	134	213	396	197	271	444	221	245	79	29	60	97	53	76	180	87	108	170	107	188	503	155	448	475	48	319
YPL077C	91	19	45	89	49	53	194	56	122	181	60	132	286	55	142	372	52	122	64	69	58	91	59	79	204	72	135	181	58	120	363	72	192	367	49	146
YPL078C	1102	1928	2344	998	2706	2431	1650	1985	2764	1645	1974	3162	2186	1439	2182	1891	1520	1872	945	2652	1774	961	2529	2199	1208	2225	1973	1504	2106	2290	1898	1551	2258	2064	938	2135
YPL079W	1204	3714	4037	1065	3789	4754	1294	577	953	1200	718	1106	1641	1941	2083	1298	1268	1793	950	4183	6311	966	4136	6260	1095	924	1076	1392	1054	1613	1283	2731	4889	1440	3582	3632
YPL080C	192	514	633	210	525	664	76	73	121	98	109	113	199	387	332	172	271	311	151	517	788	153	449	862	87	79	110	81	126	147	228	416	591	259	406	539
YPL081W	1994	3496	4735	1907	4749	5136	428	481	842	376	615	941	1101	2357	2586	851	1615	2151	1310	4446	5145	1368	3989	6106	423	572	667	406	761	825	1444	2956	4130	1441	2750	3188
YPL082C	11309	3762	5276	9883	4229	5155	9038	900	2305	8658	890	2372	8262	529	1848	12879	632	2060	7324	4363	4792	8912	4000	6679	7437	859	2407	7956	770	2535	8879	535	2776	8298	339	2963
YPL083C	350	264	369	284	372	396	248	134	225	260	129	203	302	194	260	403	194	257	249	352	370	273	383	550	236	134	146	244	145	243	361	202	334	391	106	280
YPL084W	1555	998	1551	1530	1297	1716	2419	1192	2012	2433	1381	1952	2856	647	1277	3923	870	1209	1259	1205	1679	1410	1077	2144	2159	1018	1733	2241	1044	2058	2688	498	1374	2585	303	1508
YPL085W	3666	1275	1017	2664	1155	844	3364	584	797	2739	512	661	2007	340	423	3034	455	496	2682	1436	1052	2606	1118	1369	2384	407	598	2599	533	910	2956	632	1081	2586	362	734
YPL086C	1689	1504	1931	1371	1678	1796	432	362	499	394	378	585	1062	661	975	1213	772	926	986	1517	1361	1105	1732	2223	402	591	577	517	665	782	1314	1235	1790	1361	865	1641
YPL087W	385	467	562	441	531	749	1657	1762	2608	1480	2163	2976	1490	1720	2034	770	1127	1649	431	458	688	570	468	766	1419	1925	2281	1688	1913	2601	1201	1092	1693	1369	850	1757
YPL088W	1602	3176	4153	1419	3720	4163	2279	2373	3129	2204	2485	3424	2945	1965	2620	2800	2257	2673	884	2217	2105	1087	2503	3075	1009	1664	1473	1418	1650	1950	1984	1134	1620	2489	998	1986
YPL089C	645	133	137	500	141	147	1393	155	261	1203	146	232	830	88	142	1268	84	157	480	168	201	554	143	252	861	170	229	1196	163	352	864	126	317	909	92	285
YPL090C	3056	11716	15178	2731	13498	15417	3845	3415	5137	3641	3755	6173	4257	9105	9833	2864	7377	8942	2489	13869	15476	2267	13956	15338	2697	5424	4649	3821	5751	5716	3843	11985	12472	4080	10676	11675
YPL091W	2816	2782	4335	2758	3622	4592	2600	2778	3779	2598	2802	4198	2981	2076	2771	2845	2061	2561	2262	3956	4701	2376	3979	5552	2004	3271	3192	2430	3058	3662	2678	1998	2820	2822	1622	2787
YPL092W	862	441	709	825	584	803	1084	442	709	1023	416	795	1406	373	679	1233	299	593	657	295	611	788	405	790	550	229	410	607	249	464	778	174	513	813	124	498
YPL093W	8084	6631	8357	6210	7182	7472	995	401	563	961	326	807	3610	1128	1646	4416	1346	1607	3925	5026	6078	5132	5957	8152	690	463	474	1107	484	727	5297	1773	3171	5525	1930	2914
YPL094C	688	1017	1344	633	1245	1250	1429	918	1358	1311	976	1456	1327	736	1018	1222	715	936	505	1096	1033	585	1125	1443	932	898	1054	1116	871	1303	1016	773	1338	1119	494	1258
YPL095C	426	464	599	410	516	615	821	573	801	835	607	901	700	434	500	569	325	449	278	346	476	331	409	550	490	617	572	724	504	667	546	283	448	601	136	499
YPL096C-A	10	15	14	10	3	9	8	8	10	11	13	14	10	6	12	6	3	5	8	12	5	5	15	3	7	11	9	10	8	12	10	5	4	5	7	10
YPL096W	179	236	280	130	241	237	234	330	525	217	360	589	239	188	354	286	308	296	106	351	138	148	348	255	231	402	367	204	374	442	230	342	418	240	128	350
YPL097W	486	414	558	529	543	608	674	484	629	673	465	721	625	394	461	620	363	425	503	538	558	532	512	631	558	573	523	645	468	681	517	317	384	587	210	443
YPL098C	55	226	239	68	228	288	98	163	213	88	281	234	129	239	178	103	105	153	48	195	344	55	175	293	83	189	162	120	179	252	99	195	173	72	221	230
YPL099C	138	275	291	132	288	349	198	232	282	181	260	363	192	293	335	90	167	249	114	320	358	94	236	344	138	244	185	183	193	219	129	229	307	123	171	276
YPL100W	304	238	276	258	291	330	518	409	720	461	506	774	410	302	504	554	383	469	159	231	213	242	257	406	434	413	637	389	453	741	440	337	654	431	184	571
YPL101W	726	1022	1328	641	1248	1387	500	407	524	490	354	584	662	564	608	701	559	567	446	937	1147	594	1178	1486	369	351	353	442	345	483	605	544	685	687	517	750
YPL102C	0	0	1	1	0	0	7	2	4	4	1	2	12	1	7	15	3	5	1	1	1	0	1	1	8	2	3	10	1	4	13	2	5	19	2	6
YPL103C	612	332	547	650	463	619	674	342	542	706	340	527	809	254	350	836	281	411	588	432	551	672	391	672	544	274	400	686	277	471	747	203	359	819	128	452
YPL104W	700	388	589	586	467	591	1638	416	835	1637	478	823	2179	362	877	3046	486	783	600	480	537	715	469	667	1404	422	693	1462	430	756	2664	398	1041	2647	236	1301
YPL105C	1437	726	884	1032	717	663	1142	296	505	1094	329	557	1946	373	632	2691	357	662	950	1009	603	1229	992	896	1195	349	515	1305	368	663	2798	402	1201	2796	281	1320
YPL106C	15230	11662	17387	15054	15725	17507	33237	34217	52573	31607	35267	53258	26481	23800	32249	34460	25794	29813	10661	13402	17556	11272	14541	22794	27381	32865	48355	28613	37049	57880	27771	22225	37627	28740	12970	36035
YPL107W	141	223	272	142	262	224	181	140	242	183	150	238	227	107	197	268	142	152	121	275	171	140	255	258	121	193	139	143	162	188	246	102	233	226	56	203
YPL108W	55	125	92	48	124	100	34	42	79	20	63	69	42	91	104	47	71	101	34	125	94	35	128	120	25	62	56	27	58	61	55	101	127	68	44	122
YPL109C	450	219	332	461	284	388	913	247	502	958	264	538	749	194	349	911	160	283	339	190	312	403	221	384	786	188	409	756	234	421	594	101	315	600	79	306
YPL110C	4107	2073	2836	3824	2118	2670	2846	919	1705	2745	945	1630	2670	511	1178	4171	724	1152	2435	1971	1741	2790	2087	2814	1924	893	1190	2139	866	1504	2230	529	1158	2274	272	1303
YPL111W	642	793	1171	708	1192	1493	2396	3844	5167	2433	4042	5399	1512	3184	3196	1109	2865	3082	715	1420	1880	602	1132	1446	1590	4218	3819	2002	3773	4191	1368	2513	2428	1350	1787	2772
YPL112C	389	330	436	328	436	428	319	164	296	266	200	341	259	218	369	299	220	282	271	542	422	258	445	568	267	216	286	341	270	372	295	310	589	304	187	405
YPL113C	111	38	57	81	68	68	159	79	137	135	81	159	101	43	93	132	52	68	64	79	82	67	44	76	116	82	90	144	90	99	104	35	51	102	29	58
YPL114W	1	0	0	0	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0
YPL115C	3018	710	723	2407	765	703	2814	288	592	2413	278	603	1841	133	444	2581	201	414	1458	967	568	1349	759	914	1707	248	480	1845	303	552	1921	163	799	1662	95	540
YPL116W	1266	871	1147	1287	1095	1357	2473	610	1230	2305	685	1301	2028	217	659	2894	263	642	1075	1150	1237	1066	983	1436	1442	675	978	1581	607	1004	1523	185	643	1553	132	701
YPL117C	1831	2384	2810	1627	2606	2850	2394	1258	2204	2290	1440	2341	3231	1179	1853	2315	1229	1867	1053	2510	1809	1197	2339	2665	1384	1523	1588	2059	1530	2135	2640	1626	2661	3090	902	2533
YPL118W	930	1405	1782	811	1772	1753	896	1109	1574	834	1209	1808	792	1112	1518	773	1395	1320	644	1524	1164	656	1533	1627	594	1270	1165	798	1248	1393	797	1260	1492	823	751	1633
YPL119C	289	196	272	295	307	266	765	467	566	793	485	661	617	259	314	676	259	308	172	142	229	186	146	229	517	264	385	636	236	398	434	107	217	480	46	262
YPL119C-A	90	90	100	103	91	127	272	131	216	266	175	189	248	68	112	185	52	74	82	58	117	83	69	100	161	77	134	226	105	159	158	46	66	165	10	93
YPL120W	227	203	237	209	232	234	424	325	540	377	392	474	384	247	403	503	315	330	186	309	181	223	262	281	374	429	457	361	413	549	510	327	540	434	124	426
YPL121C	5	4	3	6	6	5	5	5	5	10	4	10	12	3	6	17	7	4	5	0	2	4	2	3	11	12	8	12	5	9	16	3	5	17	3	7
YPL122C	645	502	632	527	556	656	513	220	354	496	249	363	838	143	299	1006	106	262	402	598	626	447	511	717	295	260	347	413	272	322	793	216	453	833	122	436
YPL123C	190	203	249	266	237	305	1249	1277	1837	1253	1327	2076	769	496	793	713	527	649	263	232	265	225	239	282	946	1189	1344	991	1147	1447	604	335	595	564	140	553
YPL124W	111	120	164	69	129	170	287	270	442	288	328	486	189	194	283	180	241	257	77	144	92	86	139	152	179	322	334	211	320	411	126	196	292	155	76	279
YPL125W	3908	2111	2703	3644	2288	2778	3470	705	1377	3233	774	1456	4768	485	1356	5848	538	1423	2791	2387	2251	3233	2245	3115	2542	946	1474	3283	896	1781	4775	631	2024	4731	423	2248
YPL126W	3090	2355	2562	2498	2267	2155	1074	605	903	958	680	935	1922	512	806	2507	617	800	1659	1927	1440	2122	2266	2652	812	851	933	988	994	1297	1844	1363	2184	1904	752	1655
YPL127C	207	217	231	182	286	253	345	197	251	298	191	244	415	243	260	419	219	240	153	239	314	149	234	296	292	179	239	308	198	317	397	234	334	403	155	322
YPL128C	665	377	487	526	455	449	467	206	290	446	240	311	483	173	201	550	169	220	517	412	566	572	405	542	376	163	240	424	191	269	582	165	339	605	101	256
YPL129W	260	433	443	222	514	459	203	226	362	169	214	400	241	317	455	261	350	374	211	605	400	225	503	610	209	233	332	182	346	399	346	437	771	363	342	504
YPL130W	4	0	3	2	2	5	4	3	4	1	2	3	8	2	6	10	7	7	3	4	1	2	1	3	5	9	5	6	3	7	8	7	12	12	2	4
